"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"WPR22LA174","ACC","105065","2022-05-11T08:30:00Z","Livermore","CA","USA",,"N999GH","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105065"
"HWY22MH009","ACC","105066","2022-05-11T07:16:00Z","Clarendon Hills","IL","USA",,"N/A","false","Highway","Report",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105066"
"CEN22LA194","ACC","105062","2022-05-10T16:30:00Z","Traverse City","MI","USA",,"N184NW","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105062"
"WPR22LA176","ACC","105087","2022-05-10T09:30:00Z","Tucson","AZ","USA",,"N1272A","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","None",,,,"The pilot’s failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=105087"
"ENG22WA025","INC","105071","2022-05-10T05:15:00Z","Lima, Peru",,"PE",,"N651UA","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105071"
"ERA22LA237","ACC","105126","2022-05-09T10:45:00Z","Lehighton","PA","USA",,"N988JA","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105126"
"ERA22LA232","ACC","105108","2022-05-09T10:00:00Z","Hendersonville","NC","USA",,"N7FJ","false","Aviation","DirectorBrief","2022-12-15T05:00:00Z","Minor",,,,"The pilot’s failure to go-around during an unstable approach, which resulted in a hard landing, runway excursion, and nose over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=105108"
"ERA22LA268","ACC","105262","2022-05-09T09:45:00Z","Brasstown","NC","USA",,"N86RD","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105262"
"DCA22FM018","ACC","105056","2022-05-09T09:15:00Z","Sitka","AK","USA",,"N/A","false","Marine","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105056"
"GAA22WA179","ACC","105072","2022-05-08T16:00:00Z","Cruziero do Sul","OF","BR",,"PT-HQB","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105072"
"WPR22FA173","ACC","105052","2022-05-08T13:19:00Z","Grasmere","ID","USA",,"N801DT","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105052"
"GAA22WA174","ACC","105051","2022-05-06T14:30:00Z","Pudahuel","OF","CI",,"CC-CDY","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105051"
"DCA22WA123","INC","105077","2022-05-06T13:58:00Z","Kathmandu",,"NP",,"9V-MGL","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105077"
"CEN22LA190","ACC","105048","2022-05-06T13:18:00Z","Houston","TX","USA",,"XB-FQS","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105048"
"DCA22WA122","ACC","105061","2022-05-06T13:03:00Z","Naples",,"IT",,"YR-BMM","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105061"
"WPR22FA172","ACC","105050","2022-05-06T11:10:00Z","Sausalito","CA","USA",,"N54MG","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105050"
"ERA22LA220","ACC","105047","2022-05-06T07:44:00Z","Tybee Island","GA","USA",,"N24LA","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105047"
"CEN22LA195","ACC","105063","2022-05-05T20:10:00Z","Denver","CO","USA",,"N36LC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105063"
"ERA22LA239","ACC","105129","2022-05-05T08:30:00Z","Hawkinsville","GA","USA",,"N6216M","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105129"
"ERA22LA222","ACC","105068","2022-05-05T08:25:00Z","Culpepper","VA","USA",,"N701VX","false","Aviation","DirectorBrief","2022-07-13T04:00:00Z","None",,,,"The pilot’s failure to maintain the proper glidepath, which resulted in a hard landing and landing gear collapse.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105068"
"DCA22FM017","ACC","105045","2022-05-03T19:12:00Z","New Orleans","LA","USA","MIR2302","N/A","false","Marine","DirectorBrief","2023-02-14T05:00:00Z","None",,,,"The National Transportation Safety Board determines that the probable cause of 
the fire on board the passenger vessel Natchez was the failure of contractor and vessel 
personnel to identify and then either remove or adequately protect combustible material near hot work.","Organizational issues - Management - Policy/procedure/ISM/SMS - Vessel manager/operator","https://data.ntsb.gov/Docket?ProjectID=105045"
"CEN22LA191","ACC","105049","2022-05-03T18:48:00Z","Mankato","MN","USA",,"N5060","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105049"
"ERA22FA218","ACC","105040","2022-05-03T16:00:00Z","Altha","FL","USA",,"N6413B","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105040"
"ERA22LA219","ACC","105046","2022-05-03T09:50:00Z","San Juan","PR","USA",,"N744LG","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None",,,,"The flight crew’s failure to extend the landing gear before landing.","Aircraft - Aircraft systems - Landing gear system - Landing gear selector - Not used/operated, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Flight crew, Personnel issues - Action/decision - Action - Forgotten action/omission - Flight crew","https://data.ntsb.gov/Docket?ProjectID=105046"
"GAA22WA203","ACC","105252","2022-05-03T08:10:00Z","Kastrup",,"DA",,"UNREG","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105252"
"GAA22WA175","ACC","105053","2022-05-03T05:47:00Z","Clan Airfield",,"SF",,"ZS-AWX","false","Aviation","None",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105053"
"ERA22LA221","ACC","105060","2022-05-02T18:15:00Z","Lexington","KY","USA",,"N750LK","false","Aviation","DirectorBrief","2022-07-01T04:00:00Z","None",,,,"The pilot's failure to maintain directional control during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105060"
"ERA22LA216","ACC","105036","2022-05-02T17:00:00Z","Seneca","SC","USA",,"N15LM","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105036"
"ERA22LA215","ACC","105031","2022-05-02T14:50:00Z","Connellsville","PA","USA",,"N46TA","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105031"
"CEN22LA193","ACC","105059","2022-05-02T14:18:00Z","Huntington","IN","USA",,"N515SA","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","None",,,,"Loss of directional control during landing that resulted in an impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105059"
"GAA22WA220","ACC","105419","2022-05-02T13:05:00Z","Augsburg",,"GE",,"D-EOYS","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105419"
"WPR22LA170","ACC","105025","2022-05-02T06:40:00Z","Mesa","AZ","USA",,"N3390A","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None",,,,"The pilot's failure to maintain directional control during landing, which resulted in a ground loop.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105025"
"GAA22WA170","ACC","105028","2022-05-01T19:39:00Z","Camanaos",,"CO",,"HK4228","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105028"
"ERA22LA217","ACC","105039","2022-05-01T17:20:00Z","Toms River","NJ","USA",,"N737LY","false","Aviation","DirectorBrief","2022-07-01T04:00:00Z","None",,,,"Loss of engine power due to the throttle linkage becoming disconnected in flight due to improper maintenance.","Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of maintenance - Operator, Aircraft - Aircraft power plant - Engine controls - (general) - Related maintenance info","https://data.ntsb.gov/Docket?ProjectID=105039"
"GAA22WA186","ACC","105116","2022-05-01T16:40:00Z","Trinidad",,"BL",,"CP-1123","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105116"
"ERA22LA213","ACC","105026","2022-05-01T16:05:00Z","Huntsville","AL","USA",,"N1218B","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105026"
"ERA22LA214","ACC","105027","2022-05-01T11:15:00Z","Greenwood","SC","USA",,"N451WA","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"The loss of directional control due to a fractured tailwheel steering linkage assembly.","Aircraft - Aircraft systems - Landing gear system - Landing gear steering system - Failure","https://data.ntsb.gov/Docket?ProjectID=105027"
"GAA22WA173","ACC","105038","2022-04-30T20:42:00Z","Charallave","OF","VE",,"YV3502","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105038"
"ERA22LA212","ACC","105022","2022-04-30T12:30:00Z","Hampton","GA","USA",,"N5704R","false","Aviation","DirectorBrief","2022-07-01T04:00:00Z","None",,,,"The student pilot’s application of excessive left brake during the landing roll, resulting in a loss of directional control and a runway excursion. The flight instructor’s inadequate remedial action was a factor in the accident.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot","https://data.ntsb.gov/Docket?ProjectID=105022"
"CEN22LA187","ACC","105032","2022-04-30T12:00:00Z","Fredericksburg","TX","USA",,"N29947","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105032"
"CEN22LA189","ACC","105034","2022-04-30T12:00:00Z","Blanket","TX","USA",,"N47JB","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105034"
"CEN22LA188","ACC","105033","2022-04-30T09:00:00Z","Milwaukee","WI","USA",,"N699CZ","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105033"
"CEN22LA186","ACC","105024","2022-04-30T07:10:00Z","Loogootee","IN","USA",,"N4303P","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105024"
"WPR22FA169","ACC","105021","2022-04-30T07:04:00Z","Kalispell","MT","USA",,"N1908A","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105021"
"GAA22WA171","ACC","105035","2022-04-30T01:50:00Z","Sioux Lookout Ontario",,"CA",,"C-GLKD","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105035"
"DCA22FM016","ACC","105020","2022-04-29T18:15:00Z","Staten Island, New York City","NY","USA",,"N/A","false","Marine","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105020"
"WPR22LA171","ACC","105030","2022-04-29T11:30:00Z","Portland","OR","USA",,"N20640","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","None",,,,"The pilot’s failure to maintain directional control during landing on a wet surface with a tailwind, which resulted in a runway excursion.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105030"
"ERA22LA211","ACC","105018","2022-04-28T16:40:00Z","Wadsworth","OH","USA",,"N46733","false","Aviation","DirectorBrief","2022-07-01T04:00:00Z","Serious",,,,"The pilot’s failure to maintain directional control while attempting to land in a crosswind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105018"
"WPR22LA168","ACC","105019","2022-04-28T14:30:00Z","Folsom","NM","USA",,"N41339","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","None",,,,"The pilot’s failure to maintain airspeed and rotor rpm which resulted in a hard landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105019"
"GAA22WA167","ACC","105015","2022-04-28T11:35:00Z","Staad",,"SZ",,"HB-EJE","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105015"
"CEN22LA185","ACC","105013","2022-04-28T09:40:00Z","Syracuse","KS","USA",,"N37888","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105013"
"CEN22LA184","ACC","105012","2022-04-27T12:25:00Z","Terre Haute","IN","USA",,"N73T","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"A hard landing, which resulted in the failure of the right main landing gear outer bearing and collapse of the landing gear.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105012"
"GAA22WA169","ACC","105017","2022-04-27T12:10:00Z","Konstanz",,"GE",,"N241PK","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105017"
"ENG22WA043","INC","105931","2022-04-27T06:07:00Z","Bilinga QLD",,"AS",,"VH-YFZ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105931"
"ENG22WA024","INC","105058","2022-04-27T06:07:00Z","Queensland",,"AS",,"VH-YFZ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105058"
"GAA22WA188","ACC","105135","2022-04-27T04:00:00Z","West New Britain Province","OF","PP",,"P2-NTE","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105135"
"ERA22LA209","ACC","105009","2022-04-26T18:00:00Z","Oakland","FL","USA",,"N281SP","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","Minor",,,,"The pilot’s decision to continue the low-altitude aerial application flight over water conditions that degraded his depth perception, which resulted in an inadvertent collision with the water.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Perception/orientation/illusion - Visual illusion/disorientation - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Water - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=105009"
